Data;Valor pago;Tipo de dividendos;Data de pagamento;Qauntidade de Ações;tick
09/05/2017;1,2826;DIVIDENDO;- ;1;BSLI3
25/04/2017;0,5925;JRS CAP PROPRIO;- ;1;BSLI3
03/04/2017;0,1551;DIVIDENDO;- ;1;BSLI3
18/10/2016;0,6732;JRS CAP PROPRIO;- ;1;BSLI3
08/12/2015;0,5386;JUROS;- ;1;BSLI3
24/08/2015;0,0141;DIVIDENDO;- ;1;BSLI3
26/06/2015;0,1885;JUROS;- ;1;BSLI3
06/01/2015;0,0943;JRS CAP PROPRIO;- ;1;BSLI3
02/09/2014;0,2962;JRS CAP PROPRIO;- ;1;BSLI3
27/08/2014;0,0018;DIVIDENDO;- ;1;BSLI3
30/06/2014;0,5386;JRS CAP PROPRIO;- ;1;BSLI3
27/02/2014;0,0358;DIVIDENDO;- ;1;BSLI3
30/01/2014;0,3232;JRS CAP PRÓPRIO;- ;1;BSLI3
15/08/2013;0,0918;DIVIDENDO;- ;1;BSLI3
26/07/2013;0,6330;JRS CAP PRÓPRIO;- ;1;BSLI3
01/03/2013;0,0694;DIVIDENDO;- ;1;BSLI3
28/01/2013;0,5749;JRS CAP PRÓPRIO;- ;1;BSLI3
17/08/2012;0,1087;DIVIDENDO;- ;1;BSLI3
01/08/2012;0,6272;JRS CAP PRÓPRIO;- ;1;BSLI3
03/08/2011;0,5820;JRS CAP PRÓPRIO;- ;1;BSLI3
03/08/2011;0,0086;DIVIDENDO;- ;1;BSLI3
28/02/2011;0,0785;DIVIDENDO;- ;1;BSLI3
31/01/2011;0,4655;JRS CAP PRÓPRIO;- ;1;BSLI3
12/08/2010;0,4655;JRS CAP PRÓPRIO;- ;1;BSLI3
12/08/2010;0,1701;DIVIDENDO;- ;1;BSLI3
23/04/2010;0,0015;DIVIDENDO;- ;1;BSLI3
01/02/2010;0,4002;DIVIDENDO;- ;1;BSLI3
01/02/2010;0,3431;JRS CAP PRÓPRIO;- ;1;BSLI3
31/07/2009;0,3662;JRS CAP PRÓPRIO;- ;1;BSLI3
31/07/2009;0,0856;DIVIDENDO;- ;1;BSLI3
27/03/2009;0,0269;DIVIDENDO;- ;1;BSLI3
30/01/2009;0,2289;JRS CAP PRÓPRIO;- ;1;BSLI3
31/07/2008;0,4390;DIVIDENDO;- ;1;BSLI3
31/07/2008;0,2962;JRS CAP PRÓPRIO;- ;1;BSLI3
28/02/2008;0,4039;DIVIDENDO;- ;1;BSLI3
31/01/2008;0,2154;JRS CAP PRÓPRIO;- ;1;BSLI3
30/08/2007;0,2693;JRS CAP PRÓPRIO;- ;1;BSLI3
30/08/2007;0,2370;DIVIDENDO;- ;1;BSLI3
11/08/2006;0,0256;JRS CAP PRÓPRIO;- ;1;BSLI3
30/06/2006;0,1683;JRS CAP PRÓPRIO;- ;1;BSLI3
16/03/2006;0,0001;DIVIDENDO;- ;1;BSLI3
24/02/2006;0,1387;JRS CAP PRÓPRIO;- ;1;BSLI3
28/07/2005;0,0116;JRS CAP PRÓPRIO;- ;1;BSLI3
10/03/2005;0,0005;DIVIDENDO;- ;1000;BSLI3
18/02/2005;0,0862;JRS CAP PRÓPRIO;- ;1000;BSLI3
26/08/2004;0,0005;DIVIDENDO;- ;1000;BSLI3
30/07/2004;0,0264;JRS CAP PRÓPRIO;- ;1000;BSLI3
18/02/2004;0,0754;JRS CAP PRÓPRIO;- ;1000;BSLI3
24/10/2003;0,0160;DIVIDENDO;- ;1000;BSLI3
26/05/2003;0,0146;DIVIDENDO;- ;1000;BSLI3
15/08/2002;0,1616;JRS CAP PRÓPRIO;- ;1000;BSLI3
15/08/2002;0,0102;DIVIDENDO;- ;1000;BSLI3
26/04/2002;0,0025;DIVIDENDO;- ;1000;BSLI3
21/03/2002;0,1750;JRS CAP PRÓPRIO;- ;1000;BSLI3
25/09/2001;0,0374;DIVIDENDO;- ;1000;BSLI3
20/04/2000;0,0466;DIVIDENDO;- ;1000;BSLI3
15/10/1999;0,0696;DIVIDENDO;- ;1000;BSLI3
30/04/1999;0,0064;DIVIDENDO;- ;1000;BSLI3
01/09/1998;0,0111;DIVIDENDO;- ;1000;BSLI3
23/04/1998;0,0925;DIVIDENDO;- ;1000;BSLI3
01/06/2023;0,0492;JRS CAP PROPRIO;13/06/2023 ;1;BSLI4
15/03/2023;0,0010;DIVIDENDO;24/03/2023 ;1;BSLI4
09/09/2022;0,1349;JRS CAP PROPRIO;20/09/2022 ;1;BSLI4
01/06/2022;0,0795;JRS CAP PROPRIO;10/06/2022 ;1;BSLI4
09/03/2022;0,1963;DIVIDENDO;18/03/2022 ;1;BSLI4
03/02/2022;0,7406;DIVIDENDO;14/02/2022 ;1;BSLI4
01/12/2021;0,0526;JRS CAP PROPRIO;09/12/2021 ;1;BSLI4
01/12/2021;0,1630;DIVIDENDO;09/12/2021 ;1;BSLI4
01/09/2021;0,1402;JRS CAP PROPRIO;10/09/2021 ;1;BSLI4
01/06/2021;0,1320;JRS CAP PROPRIO;10/06/2021 ;1;BSLI4
01/03/2021;0,0503;DIVIDENDO;09/03/2021 ;1;BSLI4
15/12/2020;0,3590;JRS CAP PROPRIO;23/12/2020 ;1;BSLI4
01/12/2020;0,8981;JRS CAP PROPRIO;09/12/2020 ;1;BSLI4
01/09/2020;0,6529;JRS CAP PROPRIO;09/09/2020 ;1;BSLI4
01/06/2020;0,7568;JRS CAP PROPRIO;09/06/2020 ;1;BSLI4
02/03/2020;1,7275;DIVIDENDO;11/03/2020 ;1;BSLI4
03/12/2019;0,2873;DIVIDENDO;10/12/2019 ;1;BSLI4
01/10/2019;0,7442;JRS CAP PROPRIO;- ;1;BSLI4
01/10/2019;0,1445;DIVIDENDO;- ;1;BSLI4
02/09/2019;1,8112;JRS CAP PROPRIO;- ;1;BSLI4
02/09/2019;0,2657;DIVIDENDO;- ;1;BSLI4
07/12/2018;0,7729;JRS CAP PROPRIO;- ;1;BSLI4
08/11/2018;0,2314;JRS CAP PROPRIO;- ;1;BSLI4
05/09/2018;0,2702;JRS CAP PROPRIO;19/09/2018 ;1;BSLI4
15/08/2018;0,3259;JRS CAP PROPRIO;29/08/2018 ;1;BSLI4
30/05/2018;0,6344;JRS CAP PROPRIO;13/06/2018 ;1;BSLI4
13/04/2018;0,2962;JRS CAP PROPRIO;30/04/2018 ;1;BSLI4
08/03/2018;0,4605;DIVIDENDO;20/04/2018 ;1;BSLI4
28/11/2017;0,6221;JRS CAP PROPRIO;- ;1;BSLI4
13/10/2017;0,8294;JRS CAP PROPRIO;- ;1;BSLI4
17/08/2017;0,3688;JRS CAP PROPRIO;- ;1;BSLI4
09/05/2017;1,4108;DIVIDENDO;- ;1;BSLI4
25/04/2017;0,6517;JRS CAP PROPRIO;- ;1;BSLI4
03/04/2017;0,1706;DIVIDENDO;- ;1;BSLI4
18/10/2016;0,7406;JRS CAP PROPRIO;- ;1;BSLI4
08/12/2015;0,5386;JUROS;- ;1;BSLI4
24/08/2015;0,0141;DIVIDENDO;- ;1;BSLI4
26/06/2015;0,1885;JUROS;- ;1;BSLI4
06/01/2015;0,1037;JRS CAP PROPRIO;- ;1;BSLI4
02/09/2014;0,3259;JRS CAP PROPRIO;- ;1;BSLI4
27/08/2014;0,0019;DIVIDENDO;- ;1;BSLI4
30/06/2014;0,5925;JRS CAP PROPRIO;- ;1;BSLI4
27/02/2014;0,0394;DIVIDENDO;- ;1;BSLI4
30/01/2014;0,3555;JRS CAP PRÓPRIO;- ;1;BSLI4
15/08/2013;0,1010;DIVIDENDO;- ;1;BSLI4
26/07/2013;0,6963;JRS CAP PRÓPRIO;- ;1;BSLI4
01/03/2013;0,0763;DIVIDENDO;- ;1;BSLI4
28/01/2013;0,6324;JRS CAP PRÓPRIO;- ;1;BSLI4
17/08/2012;0,1196;DIVIDENDO;- ;1;BSLI4
01/08/2012;0,6899;JRS CAP PRÓPRIO;- ;1;BSLI4
03/08/2011;0,6402;JRS CAP PRÓPRIO;- ;1;BSLI4
03/08/2011;0,0095;DIVIDENDO;- ;1;BSLI4
28/02/2011;0,0864;DIVIDENDO;- ;1;BSLI4
31/01/2011;0,5120;JRS CAP PRÓPRIO;- ;1;BSLI4
12/08/2010;0,5120;JRS CAP PRÓPRIO;- ;1;BSLI4
12/08/2010;0,1871;DIVIDENDO;- ;1;BSLI4
23/04/2010;0,0016;DIVIDENDO;- ;1;BSLI4
01/02/2010;0,4402;DIVIDENDO;- ;1;BSLI4
01/02/2010;0,3774;JRS CAP PRÓPRIO;- ;1;BSLI4
31/07/2009;0,4029;JRS CAP PRÓPRIO;- ;1;BSLI4
31/07/2009;0,0942;DIVIDENDO;- ;1;BSLI4
27/03/2009;0,0296;DIVIDENDO;- ;1;BSLI4
30/01/2009;0,2518;JRS CAP PRÓPRIO;- ;1;BSLI4
31/07/2008;0,4829;DIVIDENDO;- ;1;BSLI4
31/07/2008;0,3259;JRS CAP PRÓPRIO;- ;1;BSLI4
28/02/2008;0,4443;DIVIDENDO;- ;1;BSLI4
31/01/2008;0,2370;JRS CAP PRÓPRIO;- ;1;BSLI4
30/08/2007;0,2962;JRS CAP PRÓPRIO;- ;1;BSLI4
30/08/2007;0,2607;DIVIDENDO;- ;1;BSLI4
11/08/2006;0,0281;JRS CAP PRÓPRIO;- ;1;BSLI4
30/06/2006;0,1851;JRS CAP PRÓPRIO;- ;1;BSLI4
16/03/2006;0,0001;DIVIDENDO;- ;1;BSLI4
24/02/2006;0,1526;JRS CAP PRÓPRIO;- ;1;BSLI4
28/07/2005;0,0127;JRS CAP PRÓPRIO;- ;1;BSLI4
10/03/2005;0,0006;DIVIDENDO;- ;1000;BSLI4
18/02/2005;0,0948;JRS CAP PRÓPRIO;- ;1000;BSLI4
26/08/2004;0,0006;DIVIDENDO;- ;1000;BSLI4
30/07/2004;0,0290;JRS CAP PRÓPRIO;- ;1000;BSLI4
18/02/2004;0,0829;JRS CAP PRÓPRIO;- ;1000;BSLI4
24/10/2003;0,0176;DIVIDENDO;- ;1000;BSLI4
26/05/2003;0,0160;DIVIDENDO;- ;1000;BSLI4
15/08/2002;0,1777;JRS CAP PRÓPRIO;- ;1000;BSLI4
15/08/2002;0,0113;DIVIDENDO;- ;1000;BSLI4
26/04/2002;0,0028;DIVIDENDO;- ;1000;BSLI4
21/03/2002;0,1925;JRS CAP PRÓPRIO;- ;1000;BSLI4
25/09/2001;0,0411;DIVIDENDO;- ;1000;BSLI4
20/04/2000;0,0513;DIVIDENDO;- ;1000;BSLI4
15/10/1999;0,0766;DIVIDENDO;- ;1000;BSLI4
30/04/1999;0,0071;DIVIDENDO;- ;1000;BSLI4
01/09/1998;0,0122;DIVIDENDO;- ;1000;BSLI4
23/04/1998;0,1018;DIVIDENDO;- ;1000;BSLI4
24/04/2023;0,4468;DIVIDENDO;13/06/2023 ;1;CALI3
04/04/2022;4,3199;DIVIDENDO;26/04/2022 ;1;CALI3
23/04/2018;2,9383;DIVIDENDO;30/05/2018 ;1;CALI3
22/03/2017;2,4640;DIVIDENDO;- ;1;CALI3
22/03/2016;9,3095;DIVIDENDO;- ;1;CALI3
31/03/2015;5,3234;Dividendo;- ;1;CALI3
30/04/2014;7,7900;DIVIDENDO;- ;1;CALI3
30/04/2007;8,4500;DIVIDENDO;- ;1;CALI3
18/06/1996;3,0022;DIVIDENDO;- ;1000;CALI3
18/06/1996;1,2369;DIVIDENDO;- ;1000;CALI3
04/04/2022;4,3199;DIVIDENDO;26/04/2022 ;1;CALI4
24/04/2019;2,7948;DIVIDENDO;30/06/2019 ;1;CALI4
23/04/2018;2,9383;DIVIDENDO;30/05/2018 ;1;CALI4
22/03/2017;2,7948;DIVIDENDO;- ;1;CALI4
22/03/2016;9,3095;DIVIDENDO;- ;1;CALI4
31/03/2015;5,3234;Dividendo;- ;1;CALI4
30/04/2014;7,7900;DIVIDENDO;- ;1;CALI4
30/04/2007;8,4500;DIVIDENDO;- ;1;CALI4
25/08/2003;0,7307;DIVIDENDO;- ;1000;CALI4
20/05/2002;5,2504;DIVIDENDO;- ;1000;CALI4
30/04/1999;5,1357;DIVIDENDO;- ;1000;CALI4
30/04/1999;0,1504;DIVIDENDO;- ;1000;CALI4
18/06/1996;3,0022;DIVIDENDO;- ;1000;CALI4
18/06/1996;1,2369;DIVIDENDO;- ;1000;CALI4
15/06/2023;0,0728;JRS CAP PROPRIO;30/06/2023 ;1;CAMB3
15/03/2023;0,0654;JRS CAP PROPRIO;31/03/2023 ;1;CAMB3
09/12/2022;0,0603;JRS CAP PROPRIO;29/12/2022 ;1;CAMB3
15/09/2022;0,0515;JRS CAP PROPRIO;30/09/2022 ;1;CAMB3
20/06/2022;0,0440;JRS CAP PROPRIO;30/06/2022 ;1;CAMB3
18/04/2022;0,0367;JRS CAP PROPRIO;29/04/2022 ;1;CAMB3
02/06/2023;0,0718;JRS CAP PROPRIO;14/06/2023 ;1;CAML3
22/02/2023;0,0715;JRS CAP PROPRIO;03/03/2023 ;1;CAML3
01/12/2022;0,0714;JRS CAP PROPRIO;12/12/2022 ;1;CAML3
01/09/2022;0,0706;JRS CAP PROPRIO;13/09/2022 ;1;CAML3
01/06/2022;0,0697;JRS CAP PROPRIO;10/06/2022 ;1;CAML3
24/05/2022;0,0836;DIVIDENDO;01/06/2022 ;1;CAML3
03/03/2022;0,0694;JRS CAP PROPRIO;14/03/2022 ;1;CAML3
01/12/2021;0,0691;JRS CAP PROPRIO;13/12/2021 ;1;CAML3
01/09/2021;0,0687;JRS CAP PROPRIO;13/09/2021 ;1;CAML3
01/06/2021;0,0548;JRS CAP PROPRIO;14/06/2021 ;1;CAML3
22/03/2021;0,0546;JRS CAP PROPRIO;31/03/2021 ;1;CAML3
29/12/2020;0,0544;JRS CAP PROPRIO;12/01/2021 ;1;CAML3
08/12/2020;0,4077;DIVIDENDO;18/12/2020 ;1;CAML3
01/09/2020;0,0405;JRS CAP PROPRIO;14/09/2020 ;1;CAML3
12/06/2020;0,0405;JRS CAP PROPRIO;24/06/2020 ;1;CAML3
02/03/2020;0,0405;JRS CAP PROPRIO;12/03/2020 ;1;CAML3
11/12/2019;0,0405;JRS CAP PROPRIO;23/12/2019 ;1;CAML3
02/09/2019;0,0374;JRS CAP PROPRIO;12/09/2019 ;1;CAML3
01/07/2019;0,0373;JRS CAP PROPRIO;16/07/2019 ;1;CAML3
26/06/2019;0,0149;JRS CAP PROPRIO;11/07/2019 ;1;CAML3
29/03/2019;0,0495;JRS CAP PROPRIO;17/04/2019 ;1;CAML3
27/11/2018;0,1113;JRS CAP PROPRIO;10/12/2018 ;1;CAML3
29/08/2018;0,0495;JRS CAP PROPRIO;11/09/2018 ;1;CAML3
15/12/2017;0,1585;JRS CAP PROPRIO;- ;1;CAML3
30/04/2021;0,0371;DIVIDENDO;31/05/2021 ;1;CASH3
28/04/2023;0,0220;DIVIDENDO;20/12/2023 ;1;CASN3
27/04/2022;0,0349;DIVIDENDO;28/12/2022 ;1;CASN3
26/04/2021;0,0372;DIVIDENDO;30/12/2021 ;1;CASN3
18/06/2020;0,0413;DIVIDENDO;07/05/2021 ;1;CASN3
26/04/2017;0,0114;DIVIDENDO;- ;1;CASN3
15/04/2016;0,0032;DIVIDENDO;- ;1;CASN3
15/04/2015;0,0224;Dividendo;- ;1;CASN3
30/04/2014;0,0142;DIVIDENDO;- ;1;CASN3
18/03/2013;0,0077;DIVIDENDO;- ;1;CASN3
19/03/2012;0,0032;DIVIDENDO;- ;1;CASN3
29/04/2010;0,0113;DIVIDENDO;- ;1;CASN3
29/04/2009;0,0067;DIVIDENDO;- ;1;CASN3
25/04/2008;0,0022;DIVIDENDO;- ;1;CASN3
30/04/2014;0,0156;DIVIDENDO;- ;1;CASN4
18/03/2013;0,0085;DIVIDENDO;- ;1;CASN4
19/03/2012;0,0036;DIVIDENDO;- ;1;CASN4
29/04/2010;0,0125;DIVIDENDO;- ;1;CASN4
29/04/2009;0,0074;DIVIDENDO;- ;1;CASN4
25/04/2008;0,0024;DIVIDENDO;- ;1;CASN4
27/04/2023;0,3458;DIVIDENDO;31/12/2023 ;1;CBAV3
06/12/2022;0,0948;DIVIDENDO;15/12/2022 ;1;CBAV3
29/04/2022;0,1928;DIVIDENDO;18/05/2022 ;1;CBAV3
29/04/2022;0,0959;DIVIDENDO;18/05/2022 ;1;CBAV3
13/04/2022;0,0825;DIVIDENDO;23/12/2022 ;1;CBEE3
20/04/2021;0,0701;DIVIDENDO;31/12/2021 ;1000;CBEE3
27/04/2020;0,3981;DIVIDENDO;30/12/2020 ;1000;CBEE3
26/04/2019;0,2441;DIVIDENDO;10/12/2019 ;1000;CBEE3
29/04/2015;0,0118;Dividendo;- ;1000;CBEE3
22/04/2014;0,0412;DIVIDENDO;- ;1000;CBEE3
30/04/2013;0,0299;DIVIDENDO;- ;1000;CBEE3
27/04/2012;0,0060;DIVIDENDO;- ;1000;CBEE3
29/04/2011;0,0131;DIVIDENDO;- ;1000;CBEE3
30/04/2010;0,0291;DIVIDENDO;- ;1000;CBEE3
17/11/2009;0,0493;DIVIDENDO;- ;1000;CBEE3
29/04/2009;0,0237;DIVIDENDO;- ;1000;CBEE3
29/04/2008;0,0093;DIVIDENDO;- ;1000;CBEE3
30/04/2007;0,0116;DIVIDENDO;- ;1000;CBEE3
19/04/2023;0,0365;DIVIDENDO;02/05/2023 ;1;CCRO3
01/11/2022;0,2929;DIVIDENDO;30/11/2022 ;1;CCRO3
19/04/2022;0,0874;DIVIDENDO;29/04/2022 ;1;CCRO3
30/11/2021;0,0761;DIVIDENDO;15/12/2021 ;1;CCRO3
08/04/2021;0,0898;DIVIDENDO;30/04/2021 ;1;CCRO3
01/10/2020;0,1848;DIVIDENDO;30/10/2020 ;1;CCRO3
09/04/2020;0,2970;DIVIDENDO;23/04/2020 ;1;CCRO3
18/10/2019;0,4653;DIVIDENDO;31/10/2019 ;1;CCRO3
07/05/2019;0,2970;DIVIDENDO;16/05/2019 ;1;CCRO3
23/10/2018;0,3960;DIVIDENDO;31/10/2018 ;1;CCRO3
16/04/2018;0,1980;DIVIDENDO;30/04/2018 ;1;CCRO3
19/10/2017;0,4386;DIVIDENDO;- ;1;CCRO3
11/04/2017;0,1980;DIVIDENDO;- ;1;CCRO3
09/11/2016;0,4248;DIVIDENDO;- ;1;CCRO3
15/03/2016;0,2832;DIVIDENDO;- ;1;CCRO3
17/12/2015;0,0504;DIVIDENDO;- ;1;CCRO3
02/10/2015;0,4875;DIVIDENDO;- ;1;CCRO3
16/04/2015;0,0571;Dividendo;- ;1;CCRO3
26/09/2014;0,7359;DIVIDENDO;- ;1;CCRO3
15/04/2014;0,0571;DIVIDENDO;- ;1;CCRO3
26/09/2013;0,6800;DIVIDENDO;- ;1;CCRO3
18/04/2013;0,0571;DIVIDENDO;- ;1;CCRO3
28/09/2012;0,5400;DIVIDENDO;- ;1;CCRO3
13/04/2012;0,0571;DIVIDENDO;- ;1;CCRO3
29/08/2011;1,5900;DIVIDENDO;- ;1;CCRO3
19/04/2011;0,2283;DIVIDENDO;- ;1;CCRO3
20/09/2010;1,7000;DIVIDENDO;- ;1;CCRO3
28/04/2010;0,2300;DIVIDENDO;- ;1;CCRO3
12/08/2009;1,1600;DIVIDENDO;- ;1;CCRO3
15/04/2009;0,2500;DIVIDENDO;- ;1;CCRO3
15/04/2009;0,1000;DIVIDENDO;- ;1;CCRO3
11/08/2008;1,0000;DIVIDENDO;- ;1;CCRO3
27/03/2008;0,5000;DIVIDENDO;- ;1;CCRO3
09/08/2007;0,8200;DIVIDENDO;- ;1;CCRO3
29/03/2007;0,5000;DIVIDENDO;- ;1;CCRO3
10/08/2006;0,6300;DIVIDENDO;- ;1;CCRO3
29/03/2006;0,2500;DIVIDENDO;- ;1;CCRO3
01/09/2005;2,0000;DIVIDENDO;- ;1;CCRO3
31/03/2005;1,0000;DIVIDENDO;- ;1;CCRO3
09/08/2004;1,0000;DIVIDENDO;- ;1;CCRO3
18/03/2004;0,5900;DIVIDENDO;- ;1;CCRO3
10/04/2003;0,3500;DIVIDENDO;- ;1;CCRO3
30/12/2019;0,2535;JRS CAP PROPRIO;- ;1;CEAB3
02/05/2023;1,4914;DIVIDENDO;12/05/2023 ;1;CEBR3
27/04/2022;3,5418;DIVIDENDO;24/06/2022 ;1;CEBR3
14/10/2021;2,2251;JRS CAP PROPRIO;27/10/2021 ;1;CEBR3
14/10/2021;55,6907;DIVIDENDO;27/10/2021 ;1;CEBR3
05/05/2021;36,9022;DIVIDENDO;14/05/2021 ;1;CEBR3
27/07/2020;1,6681;DIVIDENDO;30/12/2020 ;1;CEBR3
06/05/2019;0,0483;DIVIDENDO;28/06/2019 ;1;CEBR3
04/05/2018;0,1839;DIVIDENDO;29/06/2018 ;1;CEBR3
27/11/2014;56,9821;SUBSCRICAO;- ;1;CEBR3
30/04/2013;2,4664;DIVIDENDO;- ;1;CEBR3
30/04/2010;0,4504;DIVIDENDO;- ;1;CEBR3
15/05/2002;1,0913;DIVIDENDO;- ;1000;CEBR3
15/05/2002;0,0424;DIVIDENDO;- ;1000;CEBR3
15/05/2002;0,0169;DIVIDENDO;- ;1000;CEBR3
30/04/2001;0,3719;DIVIDENDO;- ;1000;CEBR3
30/04/2001;0,0476;DIVIDENDO;- ;1000;CEBR3
30/04/2001;0,0189;DIVIDENDO;- ;1000;CEBR3
26/04/2000;0,2267;DIVIDENDO;- ;1000;CEBR3
26/04/2000;0,0503;DIVIDENDO;- ;1000;CEBR3
26/04/2000;0,0200;DIVIDENDO;- ;1000;CEBR3
21/05/1999;0,7433;DIVIDENDO;- ;1000;CEBR3
21/05/1999;0,1176;DIVIDENDO;- ;1000;CEBR3
21/05/1999;0,0468;DIVIDENDO;- ;1000;CEBR3
30/04/1998;0,9802;DIVIDENDO;- ;1000;CEBR3
30/04/1998;0,1173;DIVIDENDO;- ;1000;CEBR3
30/04/1997;0,8876;DIVIDENDO;- ;1000;CEBR3
30/04/1997;0,3402;DIVIDENDO;- ;1000;CEBR3
30/04/1996;0,1146;DIVIDENDO;- ;1000;CEBR3
02/05/2023;1,4914;DIVIDENDO;12/05/2023 ;1;CEBR5
27/04/2022;3,5418;DIVIDENDO;24/06/2022 ;1;CEBR5
14/10/2021;2,2251;JRS CAP PROPRIO;27/10/2021 ;1;CEBR5
14/10/2021;55,6907;DIVIDENDO;27/10/2021 ;1;CEBR5
05/05/2021;36,9022;DIVIDENDO;14/05/2021 ;1;CEBR5
27/07/2020;3,9263;DIVIDENDO;30/12/2020 ;1;CEBR5
06/05/2019;3,9263;DIVIDENDO;28/06/2019 ;1;CEBR5
04/05/2018;3,9263;DIVIDENDO;29/06/2018 ;1;CEBR5
27/11/2014;42,8000;SUBSCRICAO;- ;1;CEBR5
30/04/2013;4,5993;DIVIDENDO;- ;1;CEBR5
30/04/2010;3,7247;DIVIDENDO;- ;1;CEBR5
15/05/2002;7,2770;DIVIDENDO;- ;1000;CEBR5
30/04/2001;6,5468;DIVIDENDO;- ;1000;CEBR5
26/04/2000;6,0738;DIVIDENDO;- ;1000;CEBR5
21/05/1999;5,6263;DIVIDENDO;- ;1000;CEBR5
02/05/2023;1,6405;DIVIDENDO;12/05/2023 ;1;CEBR6
27/04/2022;3,8960;DIVIDENDO;24/06/2022 ;1;CEBR6
14/10/2021;2,4477;JRS CAP PROPRIO;27/10/2021 ;1;CEBR6
14/10/2021;61,2598;DIVIDENDO;27/10/2021 ;1;CEBR6
05/05/2021;40,5924;DIVIDENDO;14/05/2021 ;1;CEBR6
27/07/2020;1,8350;DIVIDENDO;30/12/2020 ;1;CEBR6
06/05/2019;0,0532;DIVIDENDO;28/06/2019 ;1;CEBR6
04/05/2018;0,2023;DIVIDENDO;29/06/2018 ;1;CEBR6
27/11/2014;42,8000;SUBSCRICAO;- ;1;CEBR6
30/04/2013;3,7693;DIVIDENDO;- ;1;CEBR6
30/04/2010;0,6884;DIVIDENDO;- ;1;CEBR6
15/05/2002;1,6678;DIVIDENDO;- ;1000;CEBR6
15/05/2002;0,0649;DIVIDENDO;- ;1000;CEBR6
15/05/2002;0,0258;DIVIDENDO;- ;1000;CEBR6
30/04/2001;0,5684;DIVIDENDO;- ;1000;CEBR6
30/04/2001;0,0728;DIVIDENDO;- ;1000;CEBR6
30/04/2001;0,0289;DIVIDENDO;- ;1000;CEBR6
26/04/2000;0,3464;DIVIDENDO;- ;1000;CEBR6
26/04/2000;0,0769;DIVIDENDO;- ;1000;CEBR6
26/04/2000;0,0306;DIVIDENDO;- ;1000;CEBR6
21/05/1999;1,1359;DIVIDENDO;- ;1000;CEBR6
21/03/2014;0,2000;DIVIDENDO;- ;1;CEDO3
25/10/2013;0,4000;DIVIDENDO;- ;1;CEDO3
01/02/2013;0,3000;DIVIDENDO;- ;1;CEDO3
04/12/2012;0,3000;DIVIDENDO;- ;1;CEDO3
27/02/2012;0,1800;DIVIDENDO;- ;1;CEDO3
22/08/2011;0,4235;JRS CAP PRÓPRIO;- ;1;CEDO3
24/01/2011;0,5000;DIVIDENDO;- ;1;CEDO3
20/08/2010;1,1765;JRS CAP PRÓPRIO;- ;1;CEDO3
29/01/2010;0,5000;DIVIDENDO;- ;1;CEDO3
24/04/2009;0,1000;DIVIDENDO;- ;1;CEDO3
19/12/2008;1,2400;JRS CAP PRÓPRIO;- ;1;CEDO3
19/11/2008;0,5900;JRS CAP PRÓPRIO;- ;1;CEDO3
20/04/2006;0,5000;DIVIDENDO;- ;1000;CEDO3
20/01/2006;0,6500;DIVIDENDO;- ;1000;CEDO3
21/10/2005;1,4200;JRS CAP PRÓPRIO;- ;1000;CEDO3
22/07/2005;1,4700;JRS CAP PRÓPRIO;- ;1000;CEDO3
29/04/2005;1,1800;JRS CAP PRÓPRIO;- ;1000;CEDO3
21/01/2005;1,4000;DIVIDENDO;- ;1000;CEDO3
21/10/2004;1,2000;DIVIDENDO;- ;1000;CEDO3
23/07/2004;1,0000;DIVIDENDO;- ;1000;CEDO3
22/04/2004;0,5000;DIVIDENDO;- ;1000;CEDO3
26/01/2004;1,0000;DIVIDENDO;- ;1000;CEDO3
24/10/2003;1,0000;DIVIDENDO;- ;1000;CEDO3
25/07/2003;0,6500;DIVIDENDO;- ;1000;CEDO3
25/04/2003;0,5000;DIVIDENDO;- ;1000;CEDO3
17/01/2003;1,2000;DIVIDENDO;- ;1000;CEDO3
23/10/2002;0,7500;DIVIDENDO;- ;1000;CEDO3
19/07/2002;0,5500;DIVIDENDO;- ;1000;CEDO3
18/04/2002;0,8500;DIVIDENDO;- ;1000;CEDO3
18/01/2002;1,2000;DIVIDENDO;- ;1000;CEDO3
26/10/2001;0,8500;DIVIDENDO;- ;1000;CEDO3
20/07/2001;0,7000;DIVIDENDO;- ;1000;CEDO3
20/04/2001;0,6500;DIVIDENDO;- ;1000;CEDO3
19/01/2001;1,0000;DIVIDENDO;- ;1000;CEDO3
19/10/2000;1,2000;DIVIDENDO;- ;1000;CEDO3
21/07/2000;1,0000;DIVIDENDO;- ;1000;CEDO3
19/04/2000;0,5000;DIVIDENDO;- ;1000;CEDO3
21/01/2000;0,5000;DIVIDENDO;- ;1000;CEDO3
22/10/1999;0,6000;DIVIDENDO;- ;1000;CEDO3
25/06/1999;1,0000;DIVIDENDO;- ;1000;CEDO3
16/07/1998;0,5000;DIVIDENDO;- ;1000;CEDO3
23/01/1998;0,6700;DIVIDENDO;- ;1000;CEDO3
24/10/1997;0,5000;DIVIDENDO;- ;1000;CEDO3
18/07/1997;1,5000;DIVIDENDO;- ;1000;CEDO3
17/01/1997;0,7500;DIVIDENDO;- ;1000;CEDO3
18/10/1996;1,0000;DIVIDENDO;- ;1000;CEDO3
19/07/1996;1,0000;DIVIDENDO;- ;1000;CEDO3
19/01/1996;1,0000;DIVIDENDO;- ;1000;CEDO3
