CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Especie_Acao;Classe_Acao;Dividendo_Distribuido;Montante;Data_Pagamento_Dividendo
04.423.567/0001-21;2021-01-01;7;115717;2019-01-01;2019-12-31;Ordinária;;;0.00;
04.423.567/0001-21;2021-01-01;7;115717;2020-01-01;2020-12-31;Ordinária;;;0.00;
04.437.534/0001-30;2021-01-01;2;111127;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;26101000.00;2019-05-31
04.437.534/0001-30;2021-01-01;2;111127;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;42028000.00;2020-12-31
04.437.534/0001-30;2021-01-01;2;111127;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;31516000.00;2021-03-01
04.752.991/0001-10;2021-01-01;16;116024;2018-01-01;2018-12-31;Ordinária;;;0.00;
04.752.991/0001-10;2021-01-01;16;116024;2019-01-01;2019-12-31;Ordinária;;;0.00;
04.752.991/0001-10;2021-01-01;16;116024;2020-01-01;2020-12-31;Ordinária;;;0.00;
04.821.041/0001-08;2021-01-01;10;114536;2018-01-01;2018-12-31;Ordinária;;;0.00;
04.821.041/0001-08;2021-01-01;10;114536;2019-01-01;2019-12-31;Ordinária;;;0.00;
04.821.041/0001-08;2021-01-01;10;114536;2020-01-01;2020-12-31;Ordinária;;;0.00;
04.895.728/0001-80;2021-01-01;3;115483;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;88184822.76;2019-12-31
04.895.728/0001-80;2021-01-01;3;115483;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;108340.80;2019-12-31
04.895.728/0001-80;2021-01-01;3;115483;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;75976.11;2019-12-31
04.895.728/0001-80;2021-01-01;3;115483;2018-01-01;2018-12-31;Preferencial;Preferencial Classe C;Dividendo Obrigatório;48049.96;2019-12-31
04.895.728/0001-80;2021-01-01;3;115483;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;154323440.00;2020-06-24
04.895.728/0001-80;2021-01-01;3;115483;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;151677.00;2020-06-24
04.895.728/0001-80;2021-01-01;3;115483;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;75976.00;2020-06-24
04.895.728/0001-80;2021-01-01;3;115483;2019-01-01;2019-12-31;Preferencial;Preferencial Classe C;Dividendo Obrigatório;84087.00;2020-06-24
04.895.728/0001-80;2021-01-01;3;115483;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;440924113.80;2020-12-10
04.895.728/0001-80;2021-01-01;3;115483;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;154323440.00;2020-06-24
04.895.728/0001-80;2021-01-01;3;115483;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;151677.00;2020-06-24
04.895.728/0001-80;2021-01-01;3;115483;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;433363.20;2020-12-10
04.895.728/0001-80;2021-01-01;3;115483;2020-01-01;2020-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;75976.00;2020-06-24
04.895.728/0001-80;2021-01-01;3;115483;2020-01-01;2020-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;217074.60;2020-12-10
04.895.728/0001-80;2021-01-01;3;115483;2020-01-01;2020-12-31;Preferencial;Preferencial Classe C;Dividendo Obrigatório;240249.80;2020-12-10
04.895.728/0001-80;2021-01-01;3;115483;2020-01-01;2020-12-31;Preferencial;Preferencial Classe C;Dividendo Obrigatório;84087.00;2020-06-24
04.902.979/0001-44;2021-01-01;6;114494;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;41773273.80;2019-05-09
04.902.979/0001-44;2021-01-01;6;114494;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;105028495.54;2020-04-17
04.902.979/0001-44;2021-01-01;6;114494;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;76479479.56;2021-05-05
04.912.242/0001-02;2021-01-01;1;104814;2018-01-01;2018-12-31;Ordinária;;;0.00;
04.912.242/0001-02;2021-01-01;1;104814;2019-01-10;2019-12-31;Ordinária;;;0.00;
04.912.242/0001-02;2021-01-01;1;104814;2020-01-01;2020-12-31;Ordinária;;;0.00;
04.913.711/0001-08;2021-01-01;11;114447;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;16507788.48;2018-07-13
04.913.711/0001-08;2021-01-01;11;114447;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;17721131.52;2018-08-29
04.913.711/0001-08;2021-01-01;11;114447;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;17617291.79;2018-11-14
04.913.711/0001-08;2021-01-01;11;114447;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;22117939.07;2019-01-07
04.913.711/0001-08;2021-01-01;11;114447;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;49365630.64;2019-05-06
04.913.711/0001-08;2021-01-01;11;114447;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;20850821.53;2019-05-06
04.913.711/0001-08;2021-01-01;11;114447;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;18620230.50;2019-07-12
04.913.711/0001-08;2021-01-01;11;114447;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;18642114.09;2019-11-14
04.913.711/0001-08;2021-01-01;11;114447;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;21321185.13;2019-12-19
04.913.711/0001-08;2021-01-01;11;114447;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;114996687.55;2020-05-07
04.913.711/0001-08;2021-01-01;11;114447;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;19816647.86;2020-10-21
04.913.711/0001-08;2021-01-01;11;114447;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;13682203.39;2020-10-21
04.913.711/0001-08;2021-01-01;11;114447;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;22917511.22;2021-05-06
04.913.711/0001-08;2021-01-01;11;114447;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;12325415.68;2020-12-07
04.972.092/0001-22;2021-01-01;6;111173;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;1524724.00;2018-05-30
04.972.092/0001-22;2021-01-01;6;111173;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;1572968.00;2018-07-10
04.972.092/0001-22;2021-01-01;6;111173;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;2031914.00;2018-09-21
04.972.092/0001-22;2021-01-01;6;111173;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;1454475.00;2018-11-23
04.972.092/0001-22;2021-01-01;6;111173;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;725193.00;2018-06-29
04.972.092/0001-22;2021-01-01;6;111173;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;355585.27;2018-07-10
04.972.092/0001-22;2021-01-01;6;111173;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;335080.66;2018-12-10
04.972.092/0001-22;2021-01-01;6;111173;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;3000000.00;2018-12-18
04.972.092/0001-22;2021-01-01;6;111173;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;2352941.00;2019-04-03
04.972.092/0001-22;2021-01-01;6;111173;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;2352941.00;2019-06-07
04.972.092/0001-22;2021-01-01;6;111173;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;1631208.00;2019-09-02
04.972.092/0001-22;2021-01-01;6;111173;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;613674.00;2019-10-02
04.972.092/0001-22;2021-01-01;6;111173;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;2450000.00;2021-01-04
04.972.092/0001-22;2021-01-01;6;111173;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1050000.00;2021-01-07
04.972.092/0001-22;2021-01-01;6;111173;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;6933033.00;
04.986.320/0001-13;2021-01-01;4;111221;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;20685235.00;2018-09-25
04.986.320/0001-13;2021-01-01;4;111221;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;36679381.00;2019-05-24
04.986.320/0001-13;2021-01-01;4;111221;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;32803043.00;2019-09-10
04.986.320/0001-13;2021-01-01;4;111221;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;6063113.00;2020-06-30
04.986.320/0001-13;2021-01-01;4;111221;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;20372508.00;2020-12-11
04.986.320/0001-13;2021-01-01;4;111221;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;15465327.00;2021-01-20
04.986.320/0001-13;2021-01-01;4;111221;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;11196751.00;2021-05-28
05.197.443/0001-38;2021-01-01;17;115749;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;123856525.11;2019-04-30
05.197.443/0001-38;2021-01-01;17;115749;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;81745925.10;2019-04-30
05.197.443/0001-38;2021-01-01;17;115749;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;104396325.44;2020-07-24
05.197.443/0001-38;2021-01-01;17;115749;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;118645968.36;2020-09-18
05.197.443/0001-38;2021-01-01;17;115749;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;12247562.63;2020-09-18
05.197.443/0001-38;2021-01-01;17;115749;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;110769442.00;2021-04-30
05.197.443/0001-38;2021-01-01;17;115749;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;93360304.00;2021-04-30
05.197.443/0001-38;2021-01-01;17;115749;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;9724854.06;
05.303.439/0001-07;2021-01-01;3;109741;2019-01-01;2019-12-31;Ordinária;;;11674956.03;2019-12-31
05.303.439/0001-07;2021-01-01;3;109741;2020-01-01;2020-12-31;Ordinária;;;3012775.62;2020-12-31
05.347.060/0001-07;2021-01-01;3;112411;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;912000.00;2019-04-15
05.347.060/0001-07;2021-01-01;3;112411;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;842000.00;2020-04-09
05.347.060/0001-07;2021-01-01;3;112411;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;2484000.00;2021-02-19
05.721.735/0001-28;2021-01-01;10;106624;2018-01-01;2018-12-31;Ordinária;;Outros;151559000.00;2019-04-25
05.721.735/0001-28;2021-01-01;10;106624;2019-01-01;2019-12-31;Ordinária;;Outros;81567000.00;2020-04-29
05.721.735/0001-28;2021-01-01;10;106624;2019-01-01;2019-12-31;Preferencial;;Outros;130138315.00;2020-11-04
05.721.735/0001-28;2021-01-01;10;106624;2020-01-01;2020-12-31;Ordinária;;Outros;0.00;2021-04-22
05.730.375/0001-20;2021-01-01;4;108514;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;14731645.23;2018-04-27
05.730.375/0001-20;2021-01-01;4;108514;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;10436093.62;2018-07-20
05.730.375/0001-20;2021-01-01;4;108514;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;18323296.60;2019-01-15
05.730.375/0001-20;2021-01-01;4;108514;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;123878661.41;2019-05-03
05.730.375/0001-20;2021-01-01;4;108514;2018-01-01;2018-12-31;Ordinária;;Outros;284471929.66;2019-05-03
05.730.375/0001-20;2021-01-01;4;108514;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;50963010.41;2020-02-18
05.730.375/0001-20;2021-01-01;4;108514;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;103681890.48;2020-12-18
05.730.375/0001-20;2021-01-01;4;108514;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;500000000.00;2021-04-16
05.730.375/0001-20;2021-01-01;4;108514;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;53945960.00;2021-01-29
05.878.397/0001-32;2021-01-01;10;114667;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;54132000.00;2019-05-09
05.878.397/0001-32;2021-01-01;10;114667;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;60000000.00;2021-05-17
05.917.486/0001-40;2021-01-01;12;111907;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;6363000.00;2019-06-28
05.917.486/0001-40;2021-01-01;12;111907;2018-01-01;2018-12-31;Ordinária;;Outros;212000.00;2018-06-01
05.917.486/0001-40;2021-01-01;12;111907;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;4798000.00;2020-07-30
05.917.486/0001-40;2021-01-01;12;111907;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;14906000.00;
05.917.486/0001-40;2021-01-01;12;111907;2021-01-01;2021-12-31;Ordinária;;;0.00;
06.047.087/0001-39;2021-01-01;12;115656;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;233804128.96;2018-12-19
06.047.087/0001-39;2021-01-01;12;115656;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;56044357.00;2018-12-24
06.047.087/0001-39;2021-01-01;12;115656;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;710151511.85;2018-12-19
06.047.087/0001-39;2021-01-01;12;115656;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;26757881.85;2018-02-28
06.047.087/0001-39;2021-01-01;12;115656;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;178169698.87;2021-02-10
06.047.087/0001-39;2021-01-01;12;115656;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;175485564.77;2021-03-05
06.057.223/0001-71;2021-01-01;18;115525;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;115000000.00;
06.057.223/0001-71;2021-01-01;18;115525;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;247058823.53;
06.057.223/0001-71;2021-01-01;18;115525;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;310000000.00;
06.272.793/0001-84;2021-01-01;4;115482;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;161319000.00;2019-12-31
06.272.793/0001-84;2021-01-01;4;115482;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;1239000.00;2019-12-31
06.272.793/0001-84;2021-01-01;4;115482;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;1626000.00;2019-12-31
06.272.793/0001-84;2021-01-01;4;115482;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;50009000.00;2020-06-24
06.272.793/0001-84;2021-01-01;4;115482;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;442014000.00;2019-12-17
06.272.793/0001-84;2021-01-01;4;115482;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;3395000.00;2019-12-17
06.272.793/0001-84;2021-01-01;4;115482;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;991000.00;2020-06-24
06.272.793/0001-84;2021-01-01;4;115482;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;2164000.00;2020-06-24
06.272.793/0001-84;2021-01-01;4;115482;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;4.46;2019-12-17
06.272.793/0001-84;2021-01-01;4;115482;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;211327810.09;2021-03-24
06.272.793/0001-84;2021-01-01;4;115482;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;1623392.61;2021-03-24
06.272.793/0001-84;2021-01-01;4;115482;2020-01-01;2020-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;2129704.99;2021-03-24
06.948.969/0001-75;2021-01-01;3;106436;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;11000000.00;2018-08-28
06.948.969/0001-75;2021-01-01;3;106436;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;4000000.00;2018-12-27
06.948.969/0001-75;2021-01-01;3;106436;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;25000000.00;2019-04-24
06.948.969/0001-75;2021-01-01;3;106436;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;20000000.00;2020-04-30
06.977.745/0001-91;2021-01-01;16;115718;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;49053609.42;2019-05-31
06.977.745/0001-91;2021-01-01;16;115718;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;70228000.34;2019-05-31
06.977.745/0001-91;2021-01-01;16;115718;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;62265084.72;2018-12-07
06.977.745/0001-91;2021-01-01;16;115718;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;8891133.64;2019-01-10
06.977.745/0001-91;2021-01-01;16;115718;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;526400376.75;2019-08-19
06.977.745/0001-91;2021-01-01;16;115718;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;24890000.00;2019-08-19
06.977.751/0001-49;2021-01-01;10;115860;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;65792000.00;2019-04-26
06.977.751/0001-49;2021-01-01;10;115860;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
06.977.751/0001-49;2021-01-01;10;115860;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;0.00;
06.981.381/0001-13;2021-03-31;5;108105;2017-04-01;2018-03-31;Ordinária;;;0.00;
06.981.381/0001-13;2021-03-31;5;108105;2018-04-01;2019-03-31;Ordinária;;Dividendo Obrigatório;5430685.49;2019-09-23
06.981.381/0001-13;2021-03-31;5;108105;2019-04-01;2020-03-31;Ordinária;;Dividendo Obrigatório;4605148.68;2021-03-31
06.981.381/0001-13;2021-03-31;5;108105;2020-04-01;2021-03-31;Ordinária;;;0.00;
07.040.108/0001-57;2021-01-01;8;114245;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;32132489.52;2019-04-29
07.040.108/0001-57;2021-01-01;8;114245;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;11276.04;2019-04-29
07.040.108/0001-57;2021-01-01;8;114245;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;6784230.29;2020-04-30
07.040.108/0001-57;2021-01-01;8;114245;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;2280.19;2020-04-30
07.040.108/0001-57;2021-01-01;8;114245;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;33088920.60;2021-04-26
07.040.108/0001-57;2021-01-01;8;114245;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;11281.80;2021-04-26
07.047.251/0001-70;2021-01-01;10;115686;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;89894308.09;2019-12-30
07.047.251/0001-70;2021-01-01;10;115686;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;52836819.65;2019-12-30
07.047.251/0001-70;2021-01-01;10;115686;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;2870049.92;2019-12-30
07.047.251/0001-70;2021-01-01;10;115686;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;102082513.27;2020-12-31
07.047.251/0001-70;2021-01-01;10;115686;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;60000632.49;2020-12-31
07.047.251/0001-70;2021-01-01;10;115686;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;3259181.98;2020-12-31
07.047.251/0001-70;2021-01-01;10;115686;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;33866896.50;2021-12-31
07.047.251/0001-70;2021-01-01;10;115686;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;19905812.07;2021-12-31
07.047.251/0001-70;2021-01-01;10;115686;2020-01-01;2020-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;1081269.57;2021-12-31
07.206.816/0001-15;2021-01-01;8;114440;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;139000000.00;2019-04-30
07.206.816/0001-15;2021-01-01;8;114440;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;85000000.00;2020-04-30
07.206.816/0001-15;2021-01-01;8;114440;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;154543826.31;2021-05-03
07.237.373/0001-20;2021-01-01;17;114093;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;186128751.54;2019-05-08
07.237.373/0001-20;2021-01-01;17;114093;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;84286649.92;2020-04-08
07.237.373/0001-20;2021-01-01;17;114093;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;335794660.46;2020-04-08
07.237.373/0001-20;2021-01-01;17;114093;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;242183000.00;2021-04-12
07.415.333/0001-20;2021-01-01;17;115529;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1951487.92;2019-01-17
07.415.333/0001-20;2021-01-01;17;115529;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;93723.42;2019-01-31
07.415.333/0001-20;2021-01-01;17;115529;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;42788.00;2019-02-13
07.415.333/0001-20;2021-01-01;17;115529;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;45154987.50;2021-05-14
07.415.333/0001-20;2021-01-01;17;115529;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;24000000.00;2021-01-29
07.437.016/0001-05;2021-01-01;3;114161;2018-01-01;2018-12-31;Ordinária;;;0.00;
07.437.016/0001-05;2021-01-01;3;114161;2019-01-01;2019-12-31;Ordinária;;;0.00;
07.437.016/0001-05;2021-01-01;3;114161;2020-01-01;2020-12-31;Ordinária;;;0.00;
07.526.557/0001-00;2021-01-01;12;114809;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;5030507250.56;2018-12-28
07.526.557/0001-00;2021-01-01;12;114809;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;2515101062.88;2018-07-30
07.526.557/0001-00;2021-01-01;12;114809;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;7717419618.63;2019-12-30
07.526.557/0001-00;2021-01-01;12;114809;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;6509498701.04;2020-12-30
07.526.557/0001-00;2021-01-01;12;114809;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1206867963.63;2021-01-28
07.587.384/0001-30;2021-01-01;2;114318;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;199000.00;2020-09-30
07.587.384/0001-30;2021-01-01;2;114318;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;57000.00;2021-05-31
07.594.978/0001-78;2021-01-01;13;114215;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
07.594.978/0001-78;2021-01-01;13;114215;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;27315792.41;2019-04-30
07.594.978/0001-78;2021-01-01;13;114215;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
07.594.978/0001-78;2021-01-01;13;114215;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
07.594.978/0001-78;2021-01-01;13;114215;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
07.594.978/0001-78;2021-01-01;13;114215;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;0.00;
07.594.978/0001-78;2021-01-01;13;114215;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;0.00;
07.594.978/0001-78;2021-01-01;13;114215;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
07.628.528/0001-59;2021-06-30;13;110463;2017-07-01;2018-06-30;Ordinária;;Outros;41000000.00;2018-11-06
07.628.528/0001-59;2021-06-30;13;110463;2018-07-01;2019-06-30;Ordinária;;Dividendo Obrigatório;42056000.00;2019-11-14
07.628.528/0001-59;2021-06-30;13;110463;2018-07-01;2019-06-30;Ordinária;;Outros;7944000.00;2019-11-14
07.628.528/0001-59;2021-06-30;13;110463;2019-07-01;2020-06-30;Ordinária;;Dividendo Obrigatório;28394000.00;2020-11-11
07.628.528/0001-59;2021-06-30;13;110463;2019-07-01;2020-06-30;Ordinária;;Outros;13606000.00;2020-11-11
07.659.538/0001-51;2021-01-01;3;108843;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;230000.00;2019-04-28
07.659.538/0001-51;2021-01-01;3;108843;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;50707.96;2019-04-28
07.659.538/0001-51;2021-01-01;3;108843;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;110000.00;2020-04-28
07.689.002/0001-89;2021-01-01;9;115513;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;14671813.46;2018-04-11
07.689.002/0001-89;2021-01-01;9;115513;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;14675689.60;2018-07-20
07.689.002/0001-89;2021-01-01;9;115513;2018-01-01;2018-12-31;Ordinária;;Outros;7342714.49;2018-10-11
07.689.002/0001-89;2021-01-01;9;115513;2018-01-01;2018-12-31;Ordinária;;Outros;7354872.89;2019-01-18
07.689.002/0001-89;2021-01-01;9;115513;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
07.689.002/0001-89;2021-01-01;9;115513;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
07.689.002/0001-89;2021-01-01;9;115513;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
07.689.002/0001-89;2021-01-01;9;115513;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;0.00;
07.704.246/0001-93;2021-01-01;4;114752;2018-01-01;2018-12-31;Ordinária;;;0.00;
07.704.246/0001-93;2021-01-01;4;114752;2018-01-01;2018-12-31;Ordinária;;Outros;0.00;
07.704.246/0001-93;2021-01-01;4;114752;2019-01-01;2019-12-31;Ordinária;;;0.00;
