CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
33.376.989/0001-91;2022-01-01;31;125827;351270;1194;421;81839010;99.485000;0;0.000000;81839010;99.485000;2023-01-05
33.386.210/0001-19;2022-01-01;4;127671;763;7;14;20565;2.400000;863346;53.900000;883911;35.960000;2022-04-29
33.412.081/0001-96;2022-01-01;4;128861;6397;39;0;23650947;34.939249;0;0.000000;23650947;34.939249;2022-04-22
33.453.598/0001-23;2022-03-31;13;119171;124233;701;920;0;0.000000;1246412032;91.719634;1246412032;12.039709;2021-12-06
33.467.572/0001-34;2022-01-01;3;127032;473;4;7;711262;44.815169;762568;56.041960;1473830;49.997456;2022-04-28
33.541.368/0001-16;2022-01-01;4;126138;200;87;18;0;0.000000;34494;1.966799;34494;0.061701;2012-12-28
33.572.408/0001-97;2022-01-01;5;123215;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-11-11
33.592.510/0001-54;2022-01-01;15;127293;510874;13871;2342;4448529763;98.006661;0;0.000000;4448529763;98.006661;2022-04-29
33.611.500/0001-19;2022-01-01;21;126945;173091;3569;927;14031044;2.446000;1093112629;95.382000;1107143673;63.565000;2022-04-19
33.679.797/0001-54;2022-01-01;1;116297;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-12-12
33.839.910/0001-11;2022-01-01;9;127221;36814;42;686;99216524;42.005699;0;0.000000;99216524;42.005699;2022-04-30
33.938.119/0001-69;2022-01-01;5;125579;142;11;6;417991;0.180000;0;0.000000;417991;0.180000;2022-04-29
33.958.695/0001-78;2022-01-01;17;125570;38002;550;215;9611548;26.471700;47148994;69.780693;56760542;54.642512;2022-04-19
34.169.557/0001-72;2022-01-01;5;125466;2186;357;9;83572;2.030000;324887;45.750000;408459;8.460000;2022-04-22
34.274.233/0001-02;2022-01-01;19;126115;69596;433;1151;1114442976;95.660000;0;0.000000;1114442976;95.660000;2022-04-28
34.469.625/0001-19;2022-01-01;1;116080;2;0;0;0;0.000000;0;0.000000;0;100.000000;2020-07-22
35.082.277/0001-95;2022-01-01;1;115928;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-08-12
35.522.178/0001-87;2022-01-01;1;116063;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-09-16
35.522.281/0001-27;2022-01-01;1;116068;0;2;0;0;0.000000;0;0.000000;0;0.000000;2019-10-04
35.593.905/0001-05;2022-01-01;6;125524;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-18
35.727.157/0001-06;2022-01-01;1;116633;4;1;0;4167897;2.083950;0;0.000000;4167897;2.083950;2022-04-29
35.791.391/0001-94;2022-01-01;1;116682;7;1;1;0;0.000000;0;0.000000;0;0.000000;2022-04-29
35.980.592/0001-30;2022-01-01;3;122643;0;1;0;74720161;100.000000;0;0.000000;74720161;100.000000;2022-01-19
36.146.575/0001-64;2022-01-01;2;118416;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-30
36.243.187/0001-00;2022-01-01;1;115618;0;2;0;0;0.000000;0;0.000000;0;0.000000;2019-12-13
36.542.025/0001-64;2022-01-01;4;126487;18;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-27
36.729.398/0001-49;2022-01-01;1;116060;0;2;0;0;0.000000;0;0.000000;0;0.000000;2020-01-30
36.763.716/0001-98;2022-01-01;9;125238;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-25
37.368.315/0001-04;2022-01-01;1;116641;0;2;0;0;0.000000;0;0.000000;0;0.000000;2020-05-15
37.592.100/0001-64;2022-01-01;1;116218;2;0;0;0;0.000000;0;0.000000;0;0.000000;2020-04-13
37.663.076/0001-07;2022-01-01;12;126658;209292;674;312;317103937;52.681433;0;0.000000;317103937;52.681433;2023-04-27
37.702.340/0001-74;2022-01-01;2;126028;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-07-09
38.042.694/0001-00;2022-01-01;2;122525;1;1;0;0;0.000000;0;0.000000;0;0.000000;2020-07-03
38.199.406/0001-18;2022-01-01;1;116752;2;0;0;0;0.000000;0;0.000000;0;0.000000;2021-03-31
38.307.135/0001-77;2022-01-01;5;122654;10992;114;54;0;0.000000;30079374;76.626514;30079374;28.570874;2022-05-11
38.456.921/0001-36;2022-01-01;17;126317;4183;29;124;311593575;80.585731;0;0.000000;311593575;80.585731;2023-04-28
38.482.780/0001-26;2022-01-01;2;116947;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-11
38.543.489/0001-10;2022-01-01;3;124158;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-13
39.115.514/0001-28;2022-01-01;4;127273;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-30
39.346.861/0350-38;2022-01-01;4;125385;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-10-08
39.580.673/0001-01;2022-01-01;5;125143;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-10-06
39.881.421/0001-04;2022-01-01;6;126155;124;213;1;43167;0.448000;56817;0.590000;99984;1.038000;2021-09-21
40.159.947/0001-64;2022-01-01;18;126362;0;1;3;889109056;48.476000;0;0.000000;889109056;48.476000;2021-11-08
40.263.170/0001-83;2022-01-01;7;126045;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-06-30
40.337.136/0001-06;2022-01-01;8;125691;4835;31;63;30612077;31.810000;0;0.000000;30612077;31.810000;2022-10-18
40.480.481/0001-02;2022-01-01;3;122051;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-10-31
40.593.395/0001-06;2022-01-01;4;123940;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-31
40.593.395/0001-06;2022-03-01;1;113683;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-05-20
40.593.395/0001-06;2022-04-01;1;116889;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-31
40.760.921/0001-77;2022-01-01;1;115983;2;0;0;0;0.000000;0;0.000000;0;0.000000;2020-12-04
40.885.785/0001-41;2022-01-01;1;116073;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-02-12
40.997.635/0001-20;2022-01-01;1;116368;1;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-19
41.052.420/0001-07;2022-01-01;5;123075;15;4;0;213045681;17.901500;426091360;37.345300;639137041;27.418400;2022-04-28
41.096.674/0001-19;2022-01-01;4;125476;1;0;1;0;0.000000;42141281;21.200000;42141281;21.200000;2023-02-08
41.335.131/0001-07;2022-01-01;2;120274;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-04-08
41.508.382/0001-46;2022-01-01;2;118729;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-07-22
41.534.746/0001-62;2022-01-01;1;116147;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-03-30
42.150.391/0001-70;2022-01-01;10;126369;49621;3630;373;12907077;2.858000;265691276;76.998000;278598353;34.947000;2022-04-19
42.233.757/0001-75;2022-01-01;2;119224;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-07-28
42.278.291/0001-24;2022-01-01;12;126924;8285;76;150;26261862;24.530000;0;0.000000;26261862;24.530000;2022-04-19
42.278.473/0001-03;2022-01-01;5;124484;82579;473;99;75275228;47.070000;0;0.000000;75275228;47.070000;2022-05-12
42.292.007/0001-74;2022-01-01;2;124822;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-12-21
42.310.775/0001-03;2022-01-01;1;115922;0;4;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
42.331.462/0001-31;2022-01-01;1;116581;929;12;0;1549776;10.428800;0;0.000000;1549776;10.428800;2022-04-29
42.353.180/0001-35;2022-01-01;2;120517;0;1;0;510001000;100.000000;0;0.000000;510001000;100.000000;2022-02-07
42.500.384/0001-51;2022-01-01;14;126461;9138;84;350;336491611;54.034864;0;0.000000;336491611;54.034864;2022-12-16
42.603.513/0001-37;2022-01-01;1;115621;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-05-04
42.644.220/0001-06;2022-01-01;1;115918;0;4;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
42.737.954/0001-21;2022-01-01;1;113888;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-03-31
42.737.954/0001-21;2022-01-01;3;123750;345512;3422;3883;199516511;49.735000;0;0.000000;199516511;49.735000;2022-06-07
42.771.949/0001-35;2022-01-01;24;126973;5901;42;124;42015455;35.518000;0;0.000000;42015455;35.518000;2022-10-21
42.937.550/0001-81;2022-01-01;2;114829;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-08-12
42.938.083/0001-04;2022-01-01;1;116077;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-08-05
42.945.876/0001-50;2022-01-01;2;113824;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-08-05
43.185.362/0001-07;2022-01-01;4;123201;1834;19;0;1250496;100.000000;0;0.000000;1250496;100.000000;2020-07-31
43.283.811/0001-50;2022-01-01;1;116129;2;0;0;0;0.000000;0;0.000000;0;0.000000;2021-01-29
43.335.774/0001-86;2022-01-01;2;116915;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-18
43.470.988/0001-65;2022-01-01;9;126168;21117;101;241;198894330;93.818080;0;0.000000;198894330;93.818080;2022-10-06
43.776.517/0001-80;2022-01-01;11;126250;33968;1477;212;340002999;49.743690;0;0.000000;340002999;49.743690;2022-04-28
43.948.405/0001-69;2022-01-01;3;126098;64;4;0;0;0.000000;0;0.000000;0;0.000000;2022-04-30
44.067.725/0001-72;2022-01-01;3;123330;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-03-24
44.841.035/0001-29;2022-02-01;2;117094;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-27
45.242.914/0001-05;2022-01-01;4;127200;37078;209;311;105355935;34.179277;0;0.000000;105355935;34.179277;2022-04-28
45.365.558/0001-09;2022-01-01;6;127017;3228;183;169;50993844;35.647771;0;0.000000;50993844;35.647771;2023-04-28
45.453.214/0001-51;2022-01-01;7;126896;11738;66;61;87499778;70.671042;0;0.000000;87499778;70.671042;2022-04-28
45.987.245/0001-92;2022-01-01;8;126977;1059;43;34;6887305;28.819920;0;0.000000;6887305;28.819920;2022-11-30
46.119.855/0001-37;2022-01-01;4;120774;11;4;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
47.508.411/0001-56;2022-01-01;19;126097;67448;569;891;157889627;58.596000;0;0.000000;157889627;58.596000;2022-05-18
47.509.120/0001-82;2022-01-01;14;127228;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-25
47.586.663/0001-01;2022-09-01;3;123801;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-09-22
47.960.950/0001-21;2022-01-01;5;126359;579661;2405;924;2874188573;42.587000;0;0.000000;2874188573;42.587000;2022-04-18
48.344.725/0007-19;2022-01-01;2;122455;19;1;0;0;0.000000;0;0.000000;0;0.000000;2021-08-27
49.263.189/0001-02;2022-01-01;8;127138;33480;212;51;65595478;49.006315;0;0.000000;65595478;49.006315;2022-05-09
49.669.856/0001-43;2022-01-01;14;127001;11120;118;0;109723600;96.735060;0;0.000000;109723600;96.735060;2023-04-28
50.564.053/0001-03;2022-01-01;6;126403;8295;38;26;0;0.000000;71002962;57.775587;71002962;27.255392;2021-04-30
50.746.577/0001-15;2022-01-01;10;125763;86507;680;1410;1171063698;62.487693;0;0.000000;1171063698;62.487693;2022-04-29
50.926.955/0001-42;2022-01-01;6;125962;12551;62;280;73359191;29.830966;0;0.000000;73359191;29.830966;2023-03-21
51.128.999/0001-90;2022-01-01;5;126676;428;8;1;3253400;24.564344;0;0.000000;3253400;24.564344;2023-04-28
51.218.147/0001-93;2022-01-01;2;116759;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
51.466.860/0001-56;2022-03-31;9;119314;12134;124;536;142845106;40.350434;0;0.000000;142845106;40.350434;2021-07-30
51.928.174/0001-50;2022-01-01;7;127070;1224;21;0;4970927;40.000000;0;0.000000;4970927;40.000000;2023-04-28
52.123.916/0001-32;2022-01-01;1;116488;6;1;0;0;0.000000;0;0.000000;0;0.000000;2022-02-03
52.548.435/0001-79;2022-01-01;5;122240;7767;69;148;63184705;22.060000;0;0.000000;63184705;22.060000;2021-04-29
53.113.791/0001-22;2022-01-01;8;125611;46526;331;1405;514122351;83.301420;0;0.000000;514122351;83.301420;2023-04-19
56.444.250/0001-75;2022-01-01;1;116285;3;1;0;2327;100.000000;0;0.000000;2327;100.000000;2020-06-12
56.643.018/0001-66;2022-01-01;5;125479;8597;35;150;13087718;41.870000;56184521;91.560000;69272239;74.790000;2022-05-23
56.720.428/0001-63;2022-01-01;7;125252;39408;98;300;45091815;50.800000;0;0.000000;45091815;50.800000;2023-03-28
56.992.423/0001-90;2022-01-01;5;125979;461;22;1;100044;22.000000;0;0.000000;100044;22.000000;2022-04-29
58.119.199/0001-51;2022-01-01;8;125319;51015;242;279;258856632;46.860000;0;0.000000;258856632;46.860000;2023-04-05
58.430.828/0001-60;2022-01-01;9;125381;9122;54;265;29837192;16.632219;0;0.000000;29837192;16.632219;2022-04-20
59.105.999/0001-86;2022-01-01;7;126021;2896700;94;12;1028700892;68.450000;474085114;31.550000;1502786006;100.000000;2021-04-28
59.285.411/0001-13;2022-01-01;16;126950;89517;997;200;2;0.000000;341549703;52.645559;341549705;26.145690;2022-04-29
59.418.806/0001-47;2022-01-01;17;125407;9708;145;133;0;0.000000;53689262;74.578107;53689262;5.656001;2022-04-27
59.717.553/0001-02;2022-01-01;9;127230;21294;182;245;450398188;54.891000;0;0.000000;450398188;54.891000;2022-04-29
59.789.545/0001-71;2022-01-01;5;126978;10;2;0;0;0.000000;0;0.000000;0;0.000000;2023-05-10
59.981.829/0001-65;2022-01-01;4;125843;8;1;0;0;0.000000;0;0.000000;0;0.000000;2022-03-30
60.398.369/0004-79;2022-01-01;15;125627;17368;211;28;43402408;99.996500;0;0.000000;43402408;99.996500;2022-05-03
60.444.437/0001-46;2022-01-01;19;127409;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
60.476.884/0001-87;2022-01-01;6;127110;66061;291;145;38492518;30.000000;0;0.000000;38492518;30.000000;2021-04-29
60.500.139/0001-26;2022-01-01;7;125239;13825;32;24;7456006;37.266600;24461094;94.551800;31917100;69.569900;2020-07-20
60.537.263/0001-66;2022-01-01;8;125092;4979;38;51;88284122;41.172202;0;0.000000;88284122;41.172202;2022-06-22
60.543.816/0001-93;2022-01-01;11;125690;56072;1375;49;249585008;36.650000;431482110;63.350000;681067118;55.610000;2023-02-01
60.637.238/0001-54;2022-01-01;8;120779;6643;55;12;6692264;100.000000;13384380;100.000000;20076644;100.000000;2021-10-15
60.651.809/0001-05;2022-01-01;5;126959;23;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
60.665.981/0001-18;2022-01-01;11;125336;2;2;0;0;0.000000;0;0.000000;0;0.000000;2022-06-02
60.730.348/0001-66;2022-01-01;5;125605;254;22;3;329814;5.870000;425497;55.020000;755311;11.800000;2022-04-29
60.746.948/0001-12;2022-01-01;22;127227;798152;35088;1223;1500631902;28.110000;5146612491;96.739000;6647244393;62.366000;2022-12-27
60.770.336/0001-65;2022-01-01;7;125452;17362;2548;11;7201553;13.465345;12754380;36.318169;19955933;22.523478;2022-03-30
60.840.055/0001-31;2022-01-01;12;126644;201462;237;874;314540212;60.357432;0;0.000000;314540212;60.357432;2023-04-28
60.851.615/0001-53;2022-01-01;5;125701;1157;18;15;253807;41.800000;977179;98.426000;1230086;76.880000;2022-04-29
60.872.504/0001-23;2022-01-01;15;127205;464049;12903;1422;384672066;7.758000;4800834364;99.071000;5185506430;52.891000;2023-04-25
60.884.319/0001-59;2022-01-01;1;114844;333;10;0;71121;1.074100;0;0.000000;71121;1.074100;2017-04-27
60.894.730/0001-05;2022-01-01;15;126081;131065;1604;421;161021703;22.832000;515080823;94.020000;676102526;53.960000;2022-04-28
60.933.603/0001-78;2022-01-01;5;126176;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
61.022.042/0001-18;2022-01-01;11;125535;332;5;0;453236;12.180000;0;0.000000;453236;12.180000;2022-07-25
61.065.298/0001-02;2022-01-01;3;123309;1311;17;9;1547;0.080000;2833965;76.270000;2835512;49.030000;2022-04-26
61.065.751/0001-80;2022-01-01;9;125757;4411;74;45;18988602;94.943010;0;0.000000;18988602;94.943010;2022-04-28
61.079.117/0001-05;2022-01-01;16;127160;17862;1082;175;13716765;4.040157;202765994;59.020547;216482759;31.692978;2022-02-24
61.080.313/0001-91;2022-01-01;1;124395;2539;36;0;17667940;43.836567;61974046;99.507546;79641986;77.635221;2016-04-30
61.082.004/0001-50;2022-01-01;3;126663;1116;30;0;14217;5.276304;538886;99.997402;553103;68.423703;2021-04-29
61.088.894/0001-08;2022-01-01;3;126488;5397;41;16;42275080;100.000000;0;0.000000;42275080;100.000000;2022-03-31
61.092.037/0001-81;2022-01-01;8;124953;26402;197;149;60908831;98.600000;0;0.000000;60908831;98.600000;2022-05-27
61.156.113/0001-75;2022-01-01;9;125752;46885;378;458;131266899;85.393729;0;0.000000;131266899;85.393729;2022-05-18
61.156.931/0001-78;2022-01-01;2;124997;4;1;0;1334;21.340000;7832;63.440000;9166;49.290000;2022-04-29
61.186.680/0001-74;2022-01-01;17;125746;61255;278;39;1272795;0.342000;102145622;48.517000;103418417;17.732000;2022-04-29
61.189.288/0001-89;2022-01-01;16;126134;63094;269;311;156534540;45.658351;0;0.000000;156534540;45.658351;2022-05-05
61.190.096/0001-92;2022-01-01;3;122804;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-12-20
61.351.532/0001-68;2022-01-01;11;125588;12189;129;43;12521229;47.179000;41904009;82.748000;54425238;77.518000;2022-09-05
61.374.161/0001-30;2022-01-01;1;116420;1085;17;0;528480;10.790000;2889825;58.980000;3418305;34.880000;2022-04-30
61.409.892/0001-73;2022-01-01;14;127018;15048;249;606;191350000;32.110000;0;0.000000;191350000;32.110000;2022-04-06
61.486.650/0001-83;2022-01-01;17;124188;5719;6;291;71844589;12.816000;0;0.000000;71844589;12.816000;2022-04-28
61.532.644/0001-15;2022-01-01;7;127166;936740;4044;0;1222019387;36.654118;5233076295;82.184305;6455095682;66.537708;2023-04-28
61.584.140/0001-49;2022-01-01;4;126923;8029;682;5;51864504;0.250000;0;0.000000;51864504;0.250000;2022-04-27
61.585.865/0001-51;2022-01-01;8;126603;53806;204;1651;1213799562;73.477663;0;0.000000;1213799562;73.477663;2023-04-19
61.695.227/0001-93;2022-01-01;2;116972;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-18
61.856.571/0001-17;2022-01-01;14;127282;5976;104;14;163435;0.160000;975775;3.400000;1139210;0.860000;2022-04-28
62.002.886/0001-60;2022-01-01;9;126964;2795;875;0;170215;1.992241;107515;1.258384;277730;3.250626;2021-04-29
62.070.362/0001-06;2022-01-01;7;125876;0;3;0;7911418;100.000000;0;0.000000;7911418;100.000000;2022-04-26
62.144.175/0001-20;2022-01-01;24;126017;15577;57;19;0;0.000000;62505984;70.591753;62505984;33.525842;2022-05-25
62.232.889/0001-90;2022-01-01;2;124991;5;0;0;0;0.000000;0;0.000000;0;0.000000;2020-03-05
62.258.884/0001-36;2022-01-01;3;125839;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-13
62.307.848/0001-15;2022-01-01;7;122251;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
62.984.091/0001-02;2022-01-01;10;127069;3680;131;16;45175512;12.310000;0;0.000000;45175512;12.310000;2023-04-24
64.904.295/0001-03;2022-02-28;8;118353;41353;122;117;109359497;30.377638;0;0.000000;109359497;30.377638;2022-06-30
65.654.303/0001-73;2022-01-01;9;125595;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
67.010.660/0001-24;2022-01-01;7;126947;940;52;21;14048469;32.096255;0;0.000000;14048469;32.096255;2022-04-26
67.571.414/0001-41;2022-01-01;12;126130;37077;86;17;150602578;67.304516;0;0.000000;150602578;67.304516;2022-08-15
67.620.377/0001-14;2022-01-01;15;126969;63689;325;649;260340982;42.870000;0;0.000000;260340982;42.870000;2022-04-25
68.400.225/0001-79;2022-06-30;5;120511;3;3;2;5556328;4.681000;0;0.000000;5556328;4.681000;2021-04-16
71.208.516/0001-74;2022-01-01;8;127123;530;282;0;82484949;27.959123;0;0.000000;82484949;27.959123;2022-04-19
71.476.527/0001-35;2022-01-01;20;126239;23821;455;0;95672515;91.689000;0;0.000000;95672515;91.689000;2022-04-28
71.673.990/0001-77;2022-01-01;9;121238;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-06-26
73.178.600/0001-18;2022-01-01;11;125767;110085;1778;683;274142301;68.579675;0;0.000000;274142301;68.579675;2022-04-22
73.903.718/0001-61;2022-01-01;1;116142;1;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-25
75.315.333/0001-09;2022-01-01;19;127401;15516;365;743;528743156;25.142000;0;0.000000;528743156;25.142000;2022-05-19
75.609.123/0001-23;2022-01-01;3;119004;0;1;1;0;0.000000;0;0.000000;0;0.000000;2022-04-29
76.483.817/0001-20;2022-01-01;6;125885;262684;950;1075;319774264;30.336511;1566493506;93.107143;1886267770;68.928584;2022-04-29
76.484.013/0001-45;2022-01-01;14;126125;425406;1411;434;201081484;39.918100;1007470217;99.999900;1208551701;79.972700;2022-04-28
76.535.764/0001-43;2022-01-01;9;124658;1354834;213002;1001;579986047;89.985746;15589619;98.839104;595575666;90.197227;2022-12-01
76.627.504/0001-06;2022-01-01;10;127101;0;0;0;93408398;77.649000;61830440;97.932000;155238838;84.630000;2022-03-30
79.430.682/0001-22;2022-01-01;4;121210;3;0;0;0;0.000000;0;0.000000;0;0.000000;2020-10-13
80.227.184/0001-66;2022-01-01;11;126159;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-09-06
80.680.093/0001-81;2022-01-01;6;125542;60;21;0;63763;5.022000;0;0.000000;63763;5.022000;2022-03-30
81.243.735/0001-48;2022-01-01;9;127114;33719;110;226;73573028;51.900000;0;0.000000;73573028;51.900000;2022-04-29
82.120.676/0001-83;2022-01-01;1;115785;1;1;0;0;0.000000;0;0.000000;0;0.000000;2021-06-23
82.508.433/0001-17;2022-01-01;13;127192;80;20;0;49775;0.010000;42977;0.010000;92752;0.010000;2021-12-16
82.636.986/0001-55;2022-01-01;4;123510;0;0;0;0;100.000000;0;100.000000;0;100.000000;
82.640.558/0001-04;2022-01-01;3;125812;1037;194;43;66945;2.300000;730932;22.000000;797877;12.900000;2022-04-29
82.643.537/0001-34;2022-01-01;9;123226;6047;12;41;9750000;43.333333;12750000;56.666667;22500000;100.000000;2022-07-27
82.901.000/0001-27;2022-01-01;5;127284;28489;137;349;114530513;34.960000;0;0.000000;114530513;34.973146;2021-04-30
82.982.075/0001-80;2022-01-01;1;116205;1378;34;1;1456603;100.000000;2802677;100.000000;4259280;100.000000;2022-04-28
83.475.913/0001-91;2022-01-01;3;120117;24384;237;69;54516127;38.690000;0;0.000000;54516127;38.690000;2022-04-28
83.878.892/0001-55;2022-01-01;17;127033;8114;522;116;6297457;40.560000;22810127;98.980000;29107584;75.460000;2022-04-30
84.429.695/0001-11;2022-01-01;5;123176;386659;1327;1914;1481593024;35.284898;0;0.000000;1481593024;35.284898;2022-04-26
84.683.374/0001-49;2022-01-01;9;125809;37551;465;185;67547494;46.850233;0;0.000000;67547494;46.850233;2021-04-30
84.683.408/0001-03;2022-01-01;2;125670;3049;43;0;73608;0.135140;9586722;45.268506;9660330;12.770565;2022-04-29
84.683.671/0001-94;2022-01-01;3;125344;1563;21;9;18566;2.706410;1009633;73.588304;1028199;49.961006;2022-04-29
84.684.455/0001-63;2022-01-01;4;123067;12;1;1;0;0.000000;0;0.000000;0;0.000000;2022-09-16
84.693.183/0001-68;2022-01-01;3;124814;26956;103;117;28046472;18.367912;174208050;85.111557;202254522;56.594515;2022-11-24
85.041.333/0001-11;2022-01-01;1;115772;0;4;0;85937255;37.140000;145449893;62.860000;231387148;100.000000;2022-04-27
85.778.074/0001-06;2022-01-01;3;123755;476;18;3;3493960;0.000000;2444753;0.000000;5938713;0.000000;2022-05-25
86.375.425/0001-09;2022-01-01;4;125512;13;2;3;51723;1.230000;3399836;69.040000;3451559;37.770000;2022-04-27
86.550.951/0001-50;2022-01-01;3;124615;2095;16;0;760000;37.000000;0;0.000000;760000;37.000000;2022-04-28
87.456.562/0001-22;2022-01-01;2;126651;272;15;6;2110896;20.198000;130868;99.619000;2241764;21.184000;2022-04-28
87.762.563/0001-03;2022-01-01;4;125368;2;1;0;0;0.000000;3826808;41.897735;3826808;41.897735;2022-04-29
87.870.952/0001-44;2022-01-01;7;121146;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-06-02
88.610.126/0001-29;2022-01-01;13;125562;9127;41;89;89324085;33.081000;0;0.000000;89324085;33.081000;2022-04-12
88.610.191/0001-54;2022-01-01;3;126266;3103;140;16;1667331;67.224041;0;0.000000;1667331;67.224041;2022-04-29
88.611.835/0001-29;2022-01-01;6;127188;80284;478;170;166907128;48.860000;554935063;91.680000;721842191;76.230000;2022-03-31
88.613.658/0001-10;2022-06-30;5;122299;4373;66;0;385220;2.405081;31573760;98.576927;31958980;66.516787;2021-10-26
89.086.144/0001-16;2022-01-01;9;127248;39084;348;590;21308966;18.290000;177742165;83.520000;199051131;60.440000;2022-04-13
89.096.457/0001-55;2022-01-01;15;126799;47650;308;812;101918365;43.617327;0;0.000000;101918365;43.617327;2023-04-27
89.463.822/0001-12;2022-01-01;17;127312;10501;90;31;26121768;80.879400;0;0.000000;26121768;80.879400;2023-05-05
89.637.490/0001-45;2022-01-01;10;125778;252129;2330;98;701899756;33.720000;2864359439;81.000000;3566259195;63.480000;2022-07-29
89.723.993/0001-33;2022-01-01;1;116181;397;7;12;911080;12.164407;5084090;99.487504;5995170;47.580715;2017-07-17
89.850.341/0001-60;2022-01-01;13;125802;85091;259;275;268150259;29.720000;0;0.000000;268150259;29.720000;2022-04-25
90.076.886/0001-40;2022-01-01;6;126107;3052;47;3;3004773;42.320150;0;0.000000;3004773;42.320150;2022-04-22
90.400.888/0001-42;2022-01-01;12;127163;230961;16492;1075;355642848;9.310000;383447262;10.420000;739090110;9.860000;2021-12-17
90.441.460/0001-48;2022-01-01;5;127132;7335;56;10;28508438;43.138155;0;0.000000;28508438;43.138155;2022-04-28
91.333.666/0001-17;2022-01-01;2;118264;17013;30;13;3686690;29.018168;20454548;81.145618;24141238;63.677075;2022-04-19
91.669.747/0001-92;2022-01-01;7;125851;287;21;0;149511;16.370000;0;0.000000;149511;16.370000;2022-06-30
91.983.056/0001-69;2022-01-01;15;125070;33747;341;109;178635204;99.396325;0;0.000000;178635204;99.369617;2023-04-03
92.012.467/0001-70;2022-01-01;9;125822;7370;27;69;2529991;31.344400;8502873;75.616500;11032864;57.116800;2022-05-31
92.660.570/0001-26;2022-01-01;2;125810;206;6;11;1027200;11.175000;5281200;45.559000;6308400;30.352000;2023-04-27
92.665.611/0001-77;2022-01-01;2;123241;45299;468;42;71295172;47.410800;0;0.000000;71295172;47.410800;2022-04-30
92.690.783/0001-09;2022-01-01;20;127005;118704;529;679;90953948;24.910000;667194478;92.400000;758148426;69.731000;2022-04-25
